token,pca_2_component_1,pca_2_component_2,word_count
opines,-0.3756822,0.05502471,2
dash,-0.25527894,0.081001185,2
gopfather,-0.19603875,0.072379,2
inoculating,-0.17831749,0.093450315,2
usdol,-0.24248463,0.06963085,2
southwesttn,-0.22079581,0.06975007,2
xqbjjtl,-0.4508097,0.15878698,2
annromney,-0.2718499,0.032244,2
drbe,-0.23420663,0.15444337,2
xvr,-0.20541209,0.13408773,2
beccarosen,-0.26790306,0.13296774,2
jqemy,-0.2635827,0.08017484,2
iywe,-0.25597435,0.075502746,2
napolitan,-0.28597373,0.14784971,2
yjyfnya,-0.2500683,0.10733991,2
dolphindemvoter,-0.39788502,0.18336943,2
goaled,-0.23708639,0.0803062,2
firstha,-0.17728189,0.0947188,2
drdonnademocrat,-0.3559023,0.025716452,2
theresi,-0.27601275,0.10268528,2
pouting,-0.3264798,0.13889953,2
vxroxel,-0.2897351,0.07213683,2
baculumking,-0.29039675,0.09141122,2
valerieplame,-0.28808883,0.064507894,2
michaelcburgess,-0.27767423,0.13681927,2
repstevechabot,-0.40329152,0.18263453,2
conservingchris,-0.392259,0.068462424,2
alliemarie,-0.37394133,0.070520066,2
entails,-0.36918002,0.05814345,2
quaker,-0.26345834,0.1114463,2
mmhoodqs,-0.35590655,0.17067076,2
fortboise,-0.2497461,0.09711479,2
arpaio,-0.3089112,0.02557858,2
bill_auclair,-0.23533249,0.12206333,2
alzheimer,-0.268036,0.02874875,2
hwq,-0.2744626,0.0031585922,2
scf,-0.21475619,0.1194191,2
rocggvmiyy,-0.280404,0.09710077,2
dougandres,-0.28480193,0.07797279,2
acec,-0.32068714,0.07086416,2
nyluq,-0.30370465,0.04077873,2
neilpx,-0.2721539,0.067561,2
julesnyny,-0.321006,0.013264085,2
hveptience,-0.28360942,0.04998511,2
bigricanman,-0.28487355,0.10350168,2
indepe,-0.23841804,0.09114676,2
echoing,-0.28180617,0.1420635,2
szvw,-0.31701234,0.13356405,2
rigger,-0.33047447,0.06304255,2
hnxmugfuct,-0.33564857,0.05196015,2
ballooned,-0.1968555,0.011121116,2
penned,-0.25962862,0.13949732,2
hhooversghost,-0.26641348,0.090484284,2
commonwealth,-0.39643294,0.01701398,2
nceeovc,-0.2957649,0.12344615,2
nas,-0.24261618,0.17281933,2
armsfordirt,-0.2706291,0.06294395,2
freeholder,-0.17192926,0.03436931,2
jengranholm,-0.39567307,0.1638966,2
lott,-0.31306267,0.09808343,2
rachelweinerwp,-0.42245832,0.1379358,2
slavishly,-0.38066962,0.15151401,2
auth,-0.25192723,0.040959574,2
ysghzdr,-0.18399794,0.08363774,2
hrelpxi,-0.2988947,0.09471013,2
bsavl,-0.24857256,0.10241213,2
grmq,-0.29728648,-0.003856043,2
iowademocrats,-0.2946653,0.0099434145,2
revival,-0.32953432,-0.010550009,2
codified,-0.26349616,0.14706811,2
anakasparian,-0.30884793,0.108418845,2
whereisbernie,-0.3128742,0.014038259,2
egsophie,-0.18715985,0.06662733,2
boondoggle,-0.35482496,0.04288409,2
syrian,-0.25212407,0.06723338,2
overreaction,-0.36771548,0.05472389,2
wpvsli,-0.29839206,0.045319714,2
remar,-0.20866477,0.06740598,2
pdp,-0.24558467,0.0837312,2
luckypuk,-0.18752435,0.045859795,2
blinderlaw,-0.23761886,0.0680127,2
pgeoz,-0.26134086,-0.013498096,2
gatiss,-0.19714049,0.08579761,2
ysao,-0.2091312,0.06934171,2
bjv,-0.2940523,0.051193886,2
yscddkv,-0.23201752,0.12761001,2
qdcsujl,-0.29818812,0.18269439,2
dulqqspczi,-0.37014258,0.1659282,2
buttress,-0.35077804,0.16061562,2
wbp,-0.3542665,0.08273848,2
vindicates,-0.45720875,0.0993686,2
geotus_potus,-0.3216925,0.038427316,2
mph,-0.11104183,0.031467836,2
saintbrothel,-0.33573648,0.071758665,2
gvvlakyrvo,-0.222345,0.071191184,2
julietsirkin,-0.18712322,0.12081731,2
catastrophes,-0.3563759,0.13261433,2
chai,-0.31592187,0.13155906,2
markdavis,-0.32689983,0.06924282,2
frekb,-0.34568575,0.18926239,2
profess,-0.2739666,0.12555628,2
wantonly,-0.2693467,0.07733069,2
givi,-0.36431268,0.09280192,2
undesclosed,-0.24419877,0.12215691,2
xihcaam,-0.15975003,-0.042295553,2
yya,-0.1114649,0.054356772,2
costumes,-0.3651789,0.06751969,2
maryerin,-0.27680644,0.09748759,2
vqq,-0.2140616,0.07370925,2
kdwit,-0.1839517,0.06713867,2
kattimpf,-0.24702854,-0.0038480961,2
lynched,-0.40691623,0.03658786,2
iike,-0.3876482,0.082156375,2
torrance,-0.28456712,0.0224303,2
marchforlife,-0.32169783,0.100456685,2
forma,-0.16947119,0.061363485,2
junecasagrande,-0.22851177,0.054680396,2
cabin,-0.27763224,0.13784537,2
inaba,-0.34840247,0.06925869,2
hijacking,-0.1780619,0.093050376,2
ditched,-0.25771788,0.061890107,2
ignite,-0.3572726,0.043431655,2
sbuhc,-0.2389194,0.09845869,2
royalty,-0.31320655,0.07772135,2
mindyanns,-0.30113578,0.085263826,2
neoliberal,-0.30920678,0.031932693,2
solomonyue,-0.2590956,0.05273301,2
completes,-0.33413878,0.11901981,2
aabramson,-0.26240718,0.057429958,2
relive,-0.2872128,0.10857204,2
nowaroniran,-0.3140901,0.13789412,2
broadcasts,-0.22000381,0.0057017542,2
dbg,-0.28856638,0.12624572,2
outlook,-0.35507038,0.060267054,2
efiapbsfmg,-0.30535457,0.056149203,2
brothermiguel,-0.3439725,0.11985349,2
swaknan,-0.36010322,0.1690765,2
okiiknds,-0.28621295,0.08879293,2
olivertraldi,-0.3053321,0.0010124744,2
nolanfinleydn,-0.34946296,0.19405472,2
marketcrash,-0.20253827,0.0756111,2
codepink,-0.20656025,0.069232136,2
chrisruddynmx,-0.26555243,0.10037408,2
hastert,-0.3390678,0.16997014,2
gawyhwqgxs,-0.36561847,0.05990848,2
mdjacksondallas,-0.3519096,0.09826453,2
ra_struble,-0.19531922,0.023074495,2
kebryner,-0.14641744,0.010699072,2
brucema,-0.20345503,0.055461526,2
tracychapmanfa,-0.4084483,0.0434225,2
normals,-0.14581014,0.004698007,2
purell,-0.19664776,0.033711243,2
georgialogcabin,-0.31230307,0.098534346,2
mato,-0.25195554,0.018861251,2
fluffing,-0.40563342,0.060121227,2
trumpitc,-0.3629422,0.04897861,2
vedq,-0.24453385,0.115159996,2
convic,-0.31612265,0.12257553,2
yougov,-0.16906372,0.01916864,2
zealous,-0.23206669,0.04281216,2
trainer,-0.22519669,0.08383877,2
jnrjwlwpm,-0.286492,0.09389606,2
lvs,-0.22563179,0.09848505,2
madeline,-0.22481851,0.11251664,2
fizzles,-0.25764698,0.057496704,2
ukrainescandal,-0.19819738,0.06327874,2
mediabias,-0.23730285,0.011854668,2
humour,-0.23724961,0.08162584,2
lexitmovement,-0.26237154,0.11271061,2
crackersnatch,-0.24511169,0.10632667,2
adamschifflies,-0.24423222,4.6704772e-05,2
finna,-0.28424904,0.04417215,2
ortiz,-0.20893346,-0.011268546,2
gordonsjones,-0.26925996,0.11166682,2
whitepower,-0.2503794,0.00961585,2
obamalegacy,-0.19126603,0.036887035,2
obamaisafraud,-0.16948248,0.039686825,2
steeledossier,-0.31822678,0.07675676,2
senatequestions,-0.26677826,0.077582754,2
compels,-0.4120157,0.16050658,2
eur,-0.20707412,0.11975146,2
dives,-0.22853932,0.08841263,2
ukrainehoax,-0.16234937,0.06980137,2
striphervote,-0.3298993,0.09227503,2
petitioning,-0.25202778,0.089120485,2
dutifully,-0.3278661,0.11141056,2
uran,-0.37590855,-0.01894973,2
cliffw,-0.34637827,0.07570769,2
qti,-0.2734237,0.075613126,2
rose_glow,-0.21658266,0.121661,2
irmpzla,-0.28723857,0.0037637143,2
secy,-0.1636364,0.047258265,2
pdf,-0.31823662,0.054474134,2
likens,-0.22969784,0.07839308,2
fupqxlfx,-0.30796582,0.09655021,2
ahammoudmi,-0.40383875,0.036462,2
grownup,-0.299508,0.104173124,2
roberthyde,-0.21602003,0.13644637,2
robbiegramer,-0.18873115,0.058581162,2
pits,-0.26384965,0.11033771,2
establi,-0.33396766,0.16406974,2
larryisrael,-0.24253708,0.100702345,2
distressed,-0.2985899,0.13278338,2
jbkcwbslus,-0.24356984,0.051071066,2
donna_mye,-0.30945945,0.09140874,2
rider,-0.27797914,0.078021646,2
octobe,-0.350714,0.066943064,2
jamesmtrev,-0.4076886,0.010572072,2
roundtable,-0.26214257,0.07299953,2
spongebob,-0.15523052,0.027785214,2
whinepants,-0.1548146,0.08623414,2
lktranslator,-0.215597,0.08347579,2
venality,-0.3469241,0.052041188,2
brightise,-0.2663828,0.1314553,2
yft,-0.16242181,0.0395808,2
thomas_connor,-0.24355857,0.07357934,2
lnkae,-0.1862994,0.070909075,2
byt,-0.13887212,0.058266312,2
giddiness,-0.32140455,0.209157,2
faction,-0.3430921,0.029706843,2
dual,-0.3286297,0.093220234,2
dontdregmebro,-0.2786318,0.06806157,2
dma,-0.23730761,0.0435931,2
fwyhcdylqv,-0.2722202,0.10762425,2
impeachedforli,-0.20036924,0.033518944,2
mobilizingall,-0.2645817,0.115316644,2
galgrafix,-0.32355812,0.11535293,2
basquerading,-0.24079394,0.015435188,2
bridgeth,-0.30223724,0.11822612,2
itskrissy,-0.16312672,0.025523039,2
biatch,-0.30858502,-0.012355685,2
karlaliving,-0.28506273,0.10549431,2
jct,-0.41644213,0.13228956,2
jonathansimon,-0.28448778,0.09211216,2
sections,-0.32748654,0.10740908,2
jrzpu,-0.2676727,0.10636444,2
eileenmdhrita,-0.36189854,0.09764857,2
senatortom,-0.35996127,0.11277949,2
dmaais,-0.34351298,0.06771298,2
mspinhead,-0.3218828,-0.0024523989,2
ollicow,-0.32475075,0.14762665,2
devalues,-0.3789683,0.14402583,2
dougjoneshq,-0.24080229,0.16610195,2
swags_d,-0.087542914,0.008615697,2
mulhollandleda,-0.12725206,0.0053338367,2
marytaylorfrye,-0.2304078,0.076316476,2
bitsy,-0.29971734,0.068002395,2
vqclgw,-0.3377076,0.14564607,2
stardusty,-0.27805066,0.08416036,2
audebm,-0.27948615,0.15348919,2
funnelled,-0.23257257,0.038495284,2
deputies,-0.21850197,0.15893565,2
ynf,-0.25905323,0.003861654,2
cqsqrgyjv,-0.32045132,0.023921814,2
talkmaster,-0.47374356,0.16182862,2
prycmxdxvw,-0.29111904,0.14120872,2
ocmpp,-0.3940051,0.082421824,2
mmcauliff,-0.1414529,0.09659891,2
bluedotdoc,-0.32403502,0.08127946,2
robyn_chercrew,-0.04090497,-0.008554259,2
thefix,-0.32005057,0.12691094,2
evoke,-0.14659928,0.09116694,2
jeeneree,0.028068783,-0.03600304,2
guilliani,-0.30732232,0.17355743,2
bong,-0.2542698,0.0767553,2
jgtifq,-0.31428933,0.08518075,2
bnu,-0.2631904,0.07688464,2
suffice,-0.20023468,0.14017776,2
yipfaqhlge,-0.319194,0.08544524,2
archam,-0.2967678,0.053438626,2
tuckerj,-0.42303103,-0.0008157629,2
forgery,-0.32805607,0.073559426,2
stevepphill,-0.30066562,0.06559888,2
robyncherchew,-0.023707407,0.06520771,2
doris,-0.0043123714,-0.026626937,2
henseljim,-0.24991375,0.09919319,2
sarahgould_sa,-0.033670545,-0.043918565,2
trishbeme,-0.010964345,0.06327446,2
ragetweeting,-0.2376569,0.03400092,2
blue_tetris,-0.3154056,0.07315913,2
luixjzgyrf,-0.33645904,0.0097282035,2
impetus,-0.22914153,0.092723995,2
strictest,-0.16777447,-0.036996845,2
azdevnull,-0.3029635,0.07995982,2
chinster,-0.26277518,0.11030433,2
pillaged,-0.29738665,0.10314278,2
onetermtrump,-0.30846888,0.08573357,2
turtles,-0.32813975,0.10103846,2
amys_here,-0.2621503,0.095297635,2
acquiring,-0.18844649,0.11914433,2
kvhz,-0.13117474,0.03171213,2
anerdskull,-0.2789153,0.027868303,2
maryhow,-0.012253145,0.027907355,2
youd,-0.3613728,0.08836381,2
dailytrix,-0.19842827,0.07008473,2
tdb,-0.2733976,0.0043987134,2
timelordjeff,-0.36030823,0.10687897,2
mssusanmo,-0.19733207,0.019398049,2
lilitaliangrr,-0.26528266,0.019286593,2
brendaof,-0.08693894,0.092839316,2
ammun,-0.2789121,0.026335366,2
purposeful,-0.22054276,0.0941856,2
irrelevantidiot,-0.17357261,0.019763896,2
treache,-0.18177484,0.05458744,2
abusedtaxpayer,-0.4120143,0.05858519,2
iraqis,-0.284667,-0.026083902,2
disco,-0.37668332,0.013509326,2
dissipate,-0.276456,0.058051124,2
rfrp,-0.23019658,0.09740458,2
tattered,-0.11609567,0.08682003,2
yxurp,-0.15280543,0.09562419,2
ibdjx,-0.1727301,0.10018782,2
emergence,-0.23791945,0.051883113,2
mandahl,-0.22689496,0.07810206,2
craigmelvin,-0.3444369,0.11530587,2
voteeverydemout,-0.3044595,0.054253638,2
mikecasonal,-0.21411687,0.011444778,2
liznagy,-0.1657419,0.044738747,2
playtime,-0.23847525,0.047548953,2
wjdfcsyjfc,-0.20312096,0.0958359,2
taintedtrum,-0.2281176,0.05174493,2
thang,-0.2810908,0.056377668,2
perps,-0.2276615,0.052235655,2
qazgrrrwiy,-0.2913753,0.018430803,2
ulhtnlwh,-0.3865857,0.063463226,2
vindicati,-0.3792585,-0.009370234,2
epitomizes,-0.23405202,0.089188285,2
betterw,-0.094925,0.01803714,2
warriorvulcan,-0.26524875,0.029689647,2
robinandriver,-0.23650707,0.10738493,2
missil,-0.246619,0.06386717,2
gheetar,-0.0400012,0.0771272,2
beverlybednarc,-0.039854452,0.06784934,2
avestige,-0.020623144,0.076575026,2
sanesophisticat,-0.06787005,0.059466258,2
edsteinmann,-0.4254257,0.18722063,2
bizarronot,-0.338223,0.1069916,2
forgives,-0.1706203,0.10572002,2
darlingdebrn,-0.05553128,0.021696575,2
impinkestgirl,-0.028015813,0.059665274,2
mindylee,-0.021597186,0.059933677,2
mikeys_bird,0.005360131,0.06480872,2
uges,-0.2685733,0.20151275,2
cjfblcfhng,-0.1964084,0.15911359,2
tjnugent,-0.20354411,0.12784778,2
weds,-0.25674027,0.17485256,2
poppij,-0.025661089,0.0006926066,2
ojok,-0.26285735,0.09181228,2
londongal_,-0.04013861,0.023414308,2
tvyqt,-0.22381689,0.06647669,2
bjsquirrel,-0.029447014,0.030241873,2
bvu,-0.30075943,0.03177067,2
jenniferadevon,0.12024105,0.048460502,2
strides,-0.2770453,0.010764215,2
pegged,-0.38785425,0.007188001,2
holkm,-0.21790645,0.06380743,2
intotheshitter,0.07406249,0.044130057,2
olive,-0.38520935,0.1417002,2
deadlocked,-0.3392545,0.052187216,2
misfits,-0.2862352,0.030526415,2
dilute,-0.3894939,0.04888505,2
wud,-0.2650754,0.057044636,2
zkr,-0.3355249,0.07291843,2
zdsnq,-0.29642245,0.055950418,2
doocy,-0.3260155,0.12595932,2
affection,-0.36467326,0.09187491,2
xnbcwsk,-0.35709655,0.09237772,2
ufw,-0.26250622,0.13404214,2
parnasinterview,-0.3642681,0.18559101,2
chappelleshow,-0.22170581,0.037724476,2
mai,-0.34081817,0.08300528,2
puqw,-0.10124645,0.059972793,2
giants,-0.18798739,0.007840711,2
dcflovesamerica,-0.14389151,0.010443688,2
pennington_jr,-0.3122366,0.052542835,2
federlines,-0.14127232,-0.0031352814,2
qosyqsmz,-0.109260224,0.007711212,2
dropbox,-0.26606017,0.17088959,2
wxke,-0.21852705,0.0349883,2
karlen,-0.2382001,0.07812654,2
relent,-0.258242,0.14815524,2
salivating,-0.30305356,0.077339716,2
fkgbwdhs,-0.26323006,0.10887175,2
infrastructu,-0.31542128,0.05774139,2
bozell,-0.3036986,0.07286688,2
kevi,-0.3179001,0.106660575,2
jsgc,-0.15018027,0.13229875,2
hpsr,-0.1684872,0.114397004,2
sistertold,-0.3202549,0.09381945,2
alterna,-0.2737292,0.107644275,2
buffoons,-0.4085609,0.083143696,2
buns,-0.20108248,0.056889344,2
mastered,-0.22078347,0.06465939,2
jipqxuvgan,-0.45013192,0.16481619,2
devine,-0.26777473,0.06038157,2
smythradio,-0.4022539,0.06308615,2
pubfare,-0.21013023,0.043652166,2
davechappelle,-0.18451363,0.0062537687,2
kyd,-0.22638193,0.05616857,2
zfkmwu,-0.23021717,-0.03171966,2
witnessses,-0.39681375,0.13286072,2
hvx,-0.25625148,0.09506337,2
frimaw,-0.28024727,0.0856072,2
declarations,-0.2688568,0.04976944,2
lifelibertylevi,-0.3460684,0.063858345,2
upac,-0.121687055,0.07089281,2
fritschner,-0.28131244,-0.023476092,2
matchup,-0.30233338,0.06278078,2
chappelle,-0.13325004,0.008990624,2
vej,-0.31105372,0.07764393,2
johannamillard,-0.31874406,0.052507285,2
gatewaypun,-0.17200266,0.029519891,2
landslid,-0.18142974,0.035210054,2
impeachthis,-0.2910906,0.034525078,2
diffi,-0.42211893,0.14818075,2
wbhjd,-0.23253578,0.07070986,2
shawshankmitch,-0.29652002,0.14514409,2
abnormal,-0.35156217,0.108871244,2
pollutants,-0.30378458,0.15885763,2
gleaned,-0.37205875,0.1717044,2
davidspade,-0.13016386,0.033986237,2
execution,-0.28372368,0.081463344,2
xzy,-0.3753481,0.111711964,2
udymq,-0.2783741,0.10914614,2
chriscoonsforde,-0.2759359,0.084355876,2
joeteens,-0.3233353,0.10784829,2
cuj,-0.20778812,0.01305533,2
ahumorlessfem,-0.34012917,0.12082493,2
mywjc,-0.23813912,0.02001843,2
azyw,-0.22435744,0.014184729,2
cmj,-0.34411553,0.0932517,2
cztm,-0.29302335,0.071295105,2
degr,-0.34289384,0.14107841,2
supervise,-0.36435494,0.030158054,2
peltzmadeline,-0.25925905,0.15902127,2
denigration,-0.23751207,0.12377644,2
infant,-0.23294057,0.04892069,2
pseq,-0.2366613,0.078368224,2
vuszwa,-0.36111602,0.17706826,2
realvinniejames,-0.22027464,0.004062952,2
mjmusicears,-0.2745196,0.15125108,2
otoh,-0.3060329,-0.0055961744,2
redemp,-0.30263022,0.10717647,2
skeletor,-0.39555028,-0.04192968,2
kennymack,-0.3142181,0.08999019,2
stellaaaa,-0.35265926,0.035302,2
c_stroop,-0.36866826,0.060705237,2
priggish,-0.22603777,0.033077806,2
violettasorcini,-0.40263936,0.13180377,2
kelliemeyernews,-0.21705365,0.058608226,2
clau,-0.2252726,0.12999931,2
ocb,-0.23015748,0.03664324,2
scgr,-0.2109443,0.05063775,2
daviddunn,-0.2978068,0.105638206,2
electes,-0.34635115,-0.003862581,2
foregoing,-0.18422589,0.04570305,2
aroun,-0.22104912,-0.00035670682,2
ygupx,-0.123318695,0.071057305,2
parented,-0.21023324,0.12020931,2
thecontentiouso,-0.3723605,0.11390014,2
annesbu,-0.32399777,0.08399052,2
regurgitated,-0.23960371,0.07110057,2
xzmc,-0.30237257,0.11076867,2
jrytulhinr,-0.094339155,0.04969606,2
aphgdrytzd,-0.1514854,0.072307244,2
disparage,-0.33321878,0.09277229,2
fundamenta,-0.25742674,0.056791164,2
ifitssunday,-0.23740254,0.07839645,2
pleasuring,-0.33083016,0.037722938,2
ainsleyearhardt,-0.14863107,0.015790978,2
stevedoocy,-0.16314258,0.015830167,2
okcomputer,-0.28428444,0.045673065,2
zennginger,-0.32454792,0.12673509,2
carpediem,-0.23326474,0.04598566,2
saicxcgnf,-0.27321973,0.041318428,2
frauhaufen,-0.30716282,0.054922722,2
tommy,-0.2991184,0.01626511,2
bfloyd,-0.23489259,0.13894777,2
spooney,-0.3202324,0.023793943,2
toxicity,-0.28477126,0.12881069,2
ltv,-0.27820727,0.07446437,2
qvdxel,-0.388896,0.113035634,2
trophies,-0.27143756,-0.009576055,2
ltfvcgwqyq,-0.31015834,-0.023594469,2
sharonshepshan,-0.26315957,0.10005583,2
antonin,-0.122158915,0.067441024,2
altyellonatpark,-0.3125525,0.07538987,2
hammy,-0.19867536,0.011017765,2
paulobrienusa,-0.22528793,0.017795937,2
truedream,-0.22576669,0.12505127,2
dovewoman,-0.26067287,0.08230016,2
yers,-0.42155924,0.14000863,2
detailee,-0.3419446,-0.04392776,2
lbc,-0.3138701,0.064213954,2
voteblue_,-0.26386786,0.08913358,2
transcription,-0.30351204,0.1569884,2
obstructionism,-0.22916226,0.11451663,2
xrygohjg,-0.35509542,0.090005904,2
amarch,-0.19381802,0.0033730902,2
ourlives,-0.19897668,0.009201117,2
tonypapa,-0.24906173,0.13317215,2
fom,-0.26134026,0.07855607,2
backhandedly,-0.23906131,0.08443532,2
reification,-0.213175,0.103262626,2
disclaimer,-0.4013475,0.16652398,2
lyramydog,-0.35067543,0.12540579,2
independentvo,-0.31225252,0.13270777,2
zqg,-0.32343984,0.11729865,2
scab,-0.3708308,0.09508139,2
billpassed,-0.39554387,-0.0297462,2
dred,-0.27193055,0.030646745,2
nonadz,-0.34307414,0.04744502,2
scotu,-0.30743876,0.061382327,2
gnuman,-0.30708322,0.106438786,2
socratic,-0.19297965,0.06752973,2
szs,-0.23236956,0.09970353,2
discretionary,-0.31788063,0.12578969,2
bombard,-0.22829098,0.10920386,2
kcla,-0.3406154,0.15716745,2
pepper,-0.34284,0.0013417101,2
jarringly,-0.22995813,0.1299638,2
mazars,-0.14903325,0.07022084,2
gordan,-0.24554521,0.16462244,2
tapdancing,-0.27961645,0.08127,2
alcu,-0.1666511,0.06977721,2
fortun,-0.28634366,0.06247187,2
scottc,-0.28356087,0.10208051,2
jdk,-0.34552684,0.013670126,2
patriotczar,-0.3756271,0.0784161,2
magabastard,-0.2004277,0.045394726,2
enuff,-0.32146809,0.085294075,2
commiecrats,-0.24476583,0.0015515715,2
foglesong,-0.369763,0.008738593,2
bankrupted,-0.2763811,-0.020388104,2
grammar,-0.36309,0.050758854,2
nnzfhc,-0.311749,0.0790964,2
stb,-0.3384016,0.06622901,2
marthaabella,-0.318777,0.12756915,2
latino,-0.15116243,0.09743214,2
inclmjq,-0.28191566,0.12709293,2
derelict,-0.34503862,0.09751414,2
neftbn,-0.17691582,0.051601868,2
ufi,-0.19382992,0.0734077,2
strangers,-0.23052834,0.060299356,2
gripping,-0.28074425,0.06068151,2
gasscoz,-0.22989962,0.049965832,2
enriquealetv,-0.35020375,0.059058014,2
waterfront,-0.1623221,0.012815658,2
bhweingarten,-0.2762723,0.092543416,2
reminiscent,-0.2767925,0.023849927,2
mancave,-0.27399015,0.056867283,2
tilts,-0.43032923,0.15539682,2
dismis,-0.2655603,0.058099207,2
silverqueen,-0.15490766,0.06489037,2
neutrally,-0.23969199,0.11955773,2
danmarkex,-0.25576222,0.019250879,2
cannabis,-0.21774979,0.099172726,2
legalization,-0.20768137,0.08781494,2
nakesha_horsey,-0.2069383,0.07192966,2
smacks,-0.19444914,0.090403676,2
melanieht,-0.22196288,0.1797728,2
losangeles,-0.4565152,0.19353756,2
dmitry,-0.16687445,0.05963096,2
unfilteredse,-0.17573364,0.0685046,2
algalhi,-0.33656618,0.07029919,2
wizardry,-0.16343965,0.06960431,2
txs,-0.33586955,0.12207504,2
wve,-0.33490658,0.106691875,2
qwwtt,-0.23100288,0.08821556,2
dummycrats,-0.39433354,0.119458176,2
mikeski,-0.27153292,0.063085996,2
dodg,-0.14366373,0.09139946,2
whateve,-0.30225882,0.10893191,2
grande,-0.2787227,0.041001067,2
antiquated,-0.30654356,0.020195225,2
vxt,-0.24745233,0.06488322,2
cagoldenbear,-0.34293777,0.0765563,2
bbwave,-0.25564927,0.07221808,2
fuckthat,-0.31142864,-0.013536052,2
ravenrlyyeh,-0.36550733,0.16731583,2
zanezodrow,-0.20388101,0.08962101,2
libertarians,-0.20578197,0.039082523,2
robber,-0.24636748,0.11820184,2
smstone,-0.2985848,0.08876569,2
crosswords,-0.29824412,0.12039992,2
jmmiiw,-0.41690347,0.10067218,2
airbagmoments,-0.24315777,0.05234209,2
repayment,-0.24659163,0.020378292,2
drpatfarrell,-0.24168013,0.034061693,2
festivus,-0.28795785,0.036494087,2
zmkkqjy,-0.21336488,0.13825269,2
qpatriot,-0.29639873,0.037239306,2
musters,-0.40983835,0.0966048,2
kne,-0.34521022,0.043828905,2
workshoppe,-0.19002578,0.09957146,2
couragemill,-0.29264072,0.07249576,2
uneventful,-0.16490944,0.086161226,2
eigrzfosq,-0.22945787,0.014463526,2
conserva,-0.35789028,0.08264059,2
tutwkcphcm,-0.26133212,0.06835743,2
chrisvance,-0.32673487,0.13179973,2
overarching,-0.33326763,0.095515296,2
reckl,-0.26048845,0.07601924,2
xhxwewmqfz,-0.30576035,0.06733459,2
neverforget,-0.32375696,0.15886007,2
bfg,-0.2876547,0.020236988,2
violently,-0.2828021,0.053957846,2
cloak,-0.28208756,0.060837187,2
deneenborelli,-0.35691005,0.078509144,2
slipperyhero,-0.3077028,0.13089092,2
faithless,-0.1329674,-0.037784964,2
tillmantweets,-0.1725523,0.020303158,2
exci,-0.30160472,0.051113367,2
clx,-0.20409809,0.045651514,2
akilahobviously,-0.23501927,0.044603013,2
jaycaruso,-0.27745834,0.059169944,2
uniquely,-0.30786216,0.04700204,2
distillation,-0.3446006,0.107346416,2
conclusively,-0.18846445,-0.01500412,2
snub,-0.24192858,0.075904846,2
lizzieohreally,-0.25251085,0.071594685,2
qzcvkeknfk,-0.2964924,0.18237495,2
zam,-0.29422355,0.03641508,2
pjbowles,-0.027168058,0.011511109,2
kha,-0.2605548,0.11184652,2
wasti,-0.29559362,-0.038530998,2
constutional,-0.17552912,0.07720955,2
twiligh,-0.21772051,-0.0051538865,2
peacocking,-0.2906562,0.026096366,2
leica,-0.38555983,0.08903028,2
thpanther,-0.3332473,0.10248427,2
electors,-0.089438386,-0.019955458,2
unconvincing,-0.2453046,0.098446205,2
lagygcaxe,-0.3519264,0.038253646,2
fridayswithfitz,-0.19939323,0.05211416,2
vicenews,-0.2137162,0.054247282,2
mcconville,-0.24101625,0.08563061,2
stopthecoverup,-0.3154284,0.10399922,2
sararhodes,0.011538916,0.05250502,2
billyjack,-0.010416089,0.046322804,2
piqued,-0.23195465,0.10145187,2
voiceforpeace,-0.3789058,0.08682777,2
naftogaz,-0.24659942,0.06454184,2
incursion,-0.22269765,0.084230885,2
njxz,-0.2929582,0.02875541,2
puwi,-0.28759024,-0.0058214394,2
dzedasginj,-0.28945625,0.038910586,2
codingonly,-0.27344754,-0.01158144,2
repmattg,-0.24015057,-0.05246007,2
jkiahrgccp,-0.24623339,0.024518164,2
ulioqpv,-0.36302024,0.09018306,2
milley,-0.2170726,0.07697049,2
souleimani,-0.1674457,-0.003381489,2
harvardsshame,-0.2420381,0.08454325,2
indicative,-0.19871959,0.06790939,2
wring,-0.34396878,0.09234341,2
mattglassman,-0.36853546,0.12226938,2
sugg,-0.31621322,0.09579883,2
uxb,-0.34298033,0.123204075,2
tvtqjedw,-0.21008365,0.054082226,2
threating,-0.28525388,0.050179094,2
wrb,-0.2690789,0.08088225,2
aoqxfb,-0.31383467,0.1149475,2
handsome,-0.2382203,0.031853575,2
caugh,-0.23686214,0.11620177,2
aef,-0.32288092,0.12094096,2
wxicocj,-0.25345784,0.10635697,2
demote,-0.29546016,0.0045722765,2
urbangirl_thyra,-0.38514233,0.18514045,2
kurdish,-0.1866947,0.044844814,2
keanebhatt,-0.31294164,0.08547746,2
masspeaceaction,-0.28847724,0.13236627,2
epis,-0.36812738,0.058394704,2
bdkoz,-0.22690219,-0.0029049227,2
xbe,-0.26171014,0.098155834,2
gartmartin,-0.29971883,0.08522251,2
thomaswburr,-0.25148386,0.1512612,2
fmdjksbrqp,-0.19437924,0.107434735,2
mjk_,-0.25473398,0.10341438,2
mjk,-0.20773183,0.08819884,2
street_cormier,-0.22332609,0.11159397,2
flunkies,-0.23662367,0.05533535,2
valor,-0.2243255,0.07215114,2
gtlem,-0.22218034,0.012805901,2
needlessly,-0.23511918,0.073883325,2
sheesh,-0.33922353,0.08086684,2
